ENSG00000004939.12,ENSG00000070915.8,ENSG00000074803.16,ENSG00000086159.11,ENSG00000100362.11,ENSG00000102678.6,ENSG00000104413.14,ENSG00000105929.14,ENSG00000113889.10,ENSG00000115507.8,ENSG00000116039.10,ENSG00000118271.8,ENSG00000122194.17,ENSG00000132677.11,ENSG00000132698.12,ENSG00000133020.4,ENSG00000133742.12,ENSG00000135480.13,ENSG00000140519.11,ENSG00000141750.6,ENSG00000147606.7,ENSG00000147614.3,ENSG00000149452.14,ENSG00000152931.7,ENSG00000153292.14,ENSG00000157703.14,ENSG00000163631.15,ENSG00000164122.7,ENSG00000164363.9,ENSG00000164756.11,ENSG00000166105.14,ENSG00000167741.9,ENSG00000167748.9,ENSG00000168878.15,ENSG00000169344.14,ENSG00000170044.7,ENSG00000173253.13,ENSG00000184601.9,ENSG00000184905.7,ENSG00000184908.16,ENSG00000186766.7,ENSG00000188175.8,ENSG00000214128.9,ENSG00000223350.2,ENSG00000231290.4,ENSG00000241233.2,ENSG00000260802.1,ENSG00000277011.1,Class Labels
3.700439718,3.459431619,5.857980995,1.0,1.0,1.0,6.686500527,2.0,2.0,1.0,5.523561956,1.0,8.361943774,0.0,2.321928095,0.0,3.0,8.511752654,1.0,4.700439718,4.459431619,2.321928095,3.169925001,0.0,1.584962501,0.0,6.554588852,0.0,3.906890596,1.584962501,3.459431619,1.584962501,1.0,1.584962501,3.169925001,0.0,0.0,5.614709844,1.0,5.247927513,4.247927513,0.0,2.321928095,1.0,4.0,1.584962501,0.0,3.321928095,0
6.658211483,8.742366901999999,4.64385619,7.294620749,6.339850003,8.047368751,11.5980525,8.784634846,5.906890596,1.584962501,7.0,1.0,3.321928095,2.584962501,10.668842470625,1.0,2.321928095,13.74299310125,6.87036472,14.4705071425,5.857980995,6.727920455,3.169925001,5.518387305,11.78053977,6.491853096,4.523561956,1.0,2.0,1.0,5.044394119,9.917372079,4.906890596,3.584962501,3.700439718,6.442943496,5.129283017,1.584962501,8.344295908,7.894817763,4.247927513,3.584962501,8.618385502,7.95419631,3.700439718,2.321928095,4.459431619,7.820178962,0
5.95419631,4.0,3.807354922,3.169925001,3.0,2.321928095,2.0,3.459431619,3.700439718,1.584962501,6.658211483,2.584962501,5.554588852,2.584962501,3.169925001,3.0,3.807354922,6.087462841,2.584962501,7.483815777,5.426264755,2.584962501,5.95419631,2.807354922,3.169925001,3.169925001,7.238404739,2.0,1.584962501,2.584962501,2.584962501,3.807354922,3.169925001,4.392317423,3.321928095,4.087462841,1.584962501,8.527477006,1.0,5.832890014,2.321928095,2.584962501,3.459431619,7.098032083,5.700439718,3.321928095,2.321928095,0.0,0
9.859534786,4.169925001,3.459431619,1.584962501,3.0,1.0,4.0,1.584962501,4.169925001,2.584962501,7.426264755,2.807354922,11.70087316,2.321928095,1.0,5.247927513,7.0,8.876516947,4.857980995,3.321928095,6.044394119,9.920352855,8.566054038,2.0,3.321928095,3.0,7.569855608,1.0,4.392317423,3.807354922,3.0,5.614709844,3.906890596,3.906890596,4.247927513,3.169925001,1.584962501,9.87036472,2.0,4.392317423,2.584962501,2.807354922,3.459431619,1.0,5.285402219,2.0,2.0,2.0,0
6.442943496,4.906890596,5.95419631,2.584962501,2.0,2.0,1.0,3.169925001,4.0,0.0,5.930737338,1.0,10.27961058,0.0,0.0,7.17990909,6.569855608,5.357552005,4.0,3.0,4.700439718,6.491853096,4.459431619,2.321928095,2.0,2.321928095,8.159871337,2.321928095,8.124121312,8.26722649,10.266558635,4.0,2.0,3.459431619,6.442943496,2.321928095,2.0,0.0,1.584962501,3.700439718,2.584962501,0.0,3.169925001,2.0,5.392317423,2.807354922,1.584962501,1.0,0
5.700439718,6.108524457,7.876516947,4.169925001,4.321928095,3.906890596,5.044394119,5.321928095,7.434628228,2.321928095,6.475733431,5.977279923,8.6794801,3.321928095,3.700439718,9.060695932,4.169925001,9.396604781,5.087462841,4.392317423,5.426264755,4.857980995,9.321928095,2.584962501,5.491853096,3.459431619,7.076815597,3.459431619,6.965784285,4.247927513,6.303780748,4.857980995,4.754887502,4.169925001,9.721099189,2.0,3.0,8.77148947,4.64385619,8.108524457,3.584962501,2.807354922,5.523561956,5.169925001,4.321928095,3.459431619,2.584962501,2.0,0
4.087462841,3.906890596,6.247927513,2.321928095,2.0,1.0,3.321928095,4.087462841,1.0,0.0,10.478842511,0.0,11.62388149,1.0,4.0,8.011227255,2.807354922,6.475733431,2.584962501,2.584962501,5.614709844,0.0,11.81177606,1.0,3.459431619,2.321928095,9.121533517,2.584962501,9.199672345,6.285402219,10.24792751,3.906890596,0.0,2.321928095,1.0,0.0,2.0,2.0,9.030667136,5.087462841,4.392317423,0.0,4.169925001,5.930737338,4.584962501,3.169925001,1.0,1.0,0
3.807354922,4.700439718,4.95419631,2.0,1.0,2.0,3.0,3.0,2.584962501,1.0,4.906890596,0.0,2.584962501,0.0,3.906890596,6.807354922,1.584962501,7.475733431,1.584962501,5.781359714,4.392317423,3.584962501,3.807354922,2.584962501,2.321928095,1.0,5.554588852,3.0,10.58871464,4.087462841,5.781359714,5.169925001,2.0,1.0,3.321928095,2.321928095,1.0,8.832890014,3.459431619,3.169925001,7.515699838,2.584962501,3.169925001,5.614709844,2.584962501,2.0,1.584962501,1.0,0
7.924812504,4.584962501,3.584962501,0.0,2.321928095,0.0,5.044394119,3.321928095,2.584962501,1.584962501,6.442943496,1.0,2.321928095,3.321928095,5.044394119,1.584962501,6.714245518,6.539158811,2.584962501,3.584962501,4.392317423,2.321928095,4.169925001,2.584962501,3.584962501,2.807354922,6.375039431,1.584962501,7.491853096,3.169925001,2.0,3.700439718,2.321928095,5.209453366,2.321928095,3.459431619,2.807354922,2.584962501,2.321928095,3.459431619,3.169925001,0.0,3.700439718,0.0,2.584962501,2.321928095,1.0,4.321928095,0
1.584962501,4.0,2.0,1.0,4.700439718,0.0,1.584962501,0.0,5.930737338,1.0,4.584962501,3.906890596,7.392317423,4.906890596,3.906890596,3.906890596,3.0,8.724513853,1.584962501,1.0,6.303780748,1.584962501,5.459431619,0.0,6.321928095,3.459431619,9.068778278,1.584962501,8.144658243,0.0,8.451211112,2.0,1.0,2.0,3.584962501,5.321928095,0.0,7.06608919,1.584962501,3.906890596,4.0,1.0,1.584962501,1.0,7.584962501,2.807354922,5.727920455,2.321928095,0
4.857980995,4.523561956,3.0,3.0,3.0,1.584962501,0.0,2.321928095,5.95419631,4.95419631,4.95419631,4.64385619,4.95419631,2.321928095,2.584962501,3.321928095,4.247927513,5.807354922,3.169925001,2.807354922,6.339850003,9.970105891,2.321928095,2.321928095,3.0,1.0,10.25738784,2.321928095,2.807354922,2.321928095,1.0,3.459431619,0.0,1.584962501,1.0,3.807354922,1.584962501,1.0,0.0,5.584962501,1.0,0.0,1.584962501,0.0,3.321928095,3.0,0.0,1.0,0
5.672425342,4.906890596,6.06608919,1.0,1.0,2.321928095,9.346513733,3.169925001,4.523561956,2.0,4.087462841,0.0,4.459431619,0.0,3.169925001,3.169925001,3.807354922,8.224001674,2.321928095,2.584962501,4.807354922,1.0,4.64385619,0.0,3.0,1.0,3.906890596,1.0,5.392317423,0.0,9.328674927,2.321928095,2.807354922,1.584962501,8.113742166,1.0,1.0,0.0,8.994353437,4.95419631,8.876516947,2.0,2.0,1.584962501,3.700439718,0.0,2.321928095,1.0,0
9.041659152,8.742366901999999,11.65374078,7.619818782499999,5.044394119,5.781359714,6.285402219,8.962896005,9.7447947125,1.0,8.113742166,3.321928095,9.396604781,5.672425342,6.108524457,3.321928095,1.0,9.769837844,8.087462841,6.754887502,7.857980995,8.357552005,11.35480034,3.459431619,7.636624621,3.0,9.62935662,1.584962501,6.409390936,3.0,2.807354922,7.768184325,5.044394119,3.906890596,10.142877455375,4.087462841,6.890759940000001,4.700439718,5.087462841,9.214319121,5.087462841,5.518387305,9.184875343,1.584962501,4.087462841,1.584962501,2.584962501,4.321928095,0
2.807354922,2.584962501,5.754887502,3.321928095,2.0,1.584962501,9.759888183,2.0,3.584962501,4.962406252500001,7.076815597,2.0,3.584962501,3.700439718,1.0,1.584962501,3.807354922,7.108524457,2.807354922,3.700439718,4.459431619,5.64385619,2.584962501,1.0,1.584962501,3.169925001,6.741466986,1.0,0.0,1.0,2.0,1.0,1.0,1.0,6.906890596,8.047368751,1.0,0.0,4.0,6.375039431,0.0,0.0,2.584962501,2.0,6.727920455,0.0,3.321928095,3.700439718,0
4.087462841,2.0,3.0,2.321928095,2.584962501,1.0,1.584962501,1.584962501,2.584962501,0.0,4.392317423,1.0,9.240791332,1.0,1.0,0.0,2.0,5.754887502,2.0,6.906890596,3.459431619,1.584962501,4.857980995,0.0,1.0,1.584962501,5.672425342,1.584962501,7.936637939,2.0,0.0,1.584962501,2.0,1.0,0.0,4.754887502,0.0,6.857980995,1.0,5.554588852,6.95419631,1.0,1.584962501,3.0,2.0,2.321928095,2.584962501,2.584962501,0
5.285402219,2.584962501,7.761551232,1.0,2.584962501,3.906890596,4.64385619,2.807354922,2.807354922,2.321928095,7.129283017,2.0,1.0,3.169925001,4.169925001,5.247927513,3.700439718,9.652844973,3.584962501,5.285402219,5.357552005,1.584962501,1.0,2.584962501,5.857980995,2.321928095,4.95419631,3.0,2.0,1.584962501,5.285402219,2.321928095,2.807354922,2.321928095,4.169925001,3.321928095,0.0,6.129283017,7.900866808,5.95419631,3.459431619,1.0,2.584962501,1.0,8.4248125025,3.0,2.321928095,2.584962501,0
11.1244665975,4.169925001,1.0,7.619818782499999,7.447976116000001,8.047368751,10.66444728,10.498106199374998,2.807354922,0.0,10.478842511,6.8048202374999995,0.0,7.751099295,10.6617781,0.0,2.0,13.74299310125,8.7843343475,11.05731488,9.327484898124998,12.287334259125,2.0,5.518387305,11.991669255,6.940477546,2.177248986249998,5.518387305,0.0,2.321928095,2.0,10.074096777000001,7.677220524125001,6.873655543500001,0.0,5.807354922,6.890759940000001,0.0,3.906890596,10.751167343999999,10.393880012499999,5.518387305,9.43788990125,1.0,4.64385619,6.0,6.8048202374999995,8.9248125025,0
3.459431619,5.247927513,5.044394119,1.0,2.807354922,2.321928095,4.700439718,2.584962501,3.459431619,4.962406252500001,5.491853096,3.459431619,4.523561956,2.0,4.321928095,1.584962501,1.0,6.942514505,2.0,3.0,7.400879436,6.845490051,4.523561956,2.584962501,3.459431619,1.0,8.640244936,1.0,8.826548487,2.0,3.169925001,3.321928095,2.584962501,3.584962501,6.807354922,3.459431619,2.321928095,2.584962501,2.321928095,4.392317423,2.321928095,2.0,2.321928095,10.6446040525,4.087462841,2.584962501,3.584962501,0.0,0
0.0,4.392317423,3.321928095,1.0,0.0,1.584962501,3.321928095,1.0,9.7447947125,3.169925001,1.048634494999999,0.0,0.0,4.523561956,0.0,1.0,2.321928095,3.807354922,1.0,0.0,5.614709844,3.700439718,0.0,1.584962501,5.807354922,1.584962501,3.807354922,5.518387305,3.321928095,1.0,1.0,0.0,0.0,0.0,1.584962501,1.584962501,1.0,0.0,1.584962501,0.0,0.0,1.0,1.0,3.584962501,1.584962501,0.0,6.8048202374999995,0.0,0
11.1244665975,4.0,11.51323411,5.700439718,2.321928095,3.459431619,2.0,4.169925001,1.584962501,2.807354922,8.027905997,6.8048202374999995,0.0,1.0,2.321928095,9.20701432,7.0,9.990103964,5.087462841,3.807354922,6.409390936,4.321928095,7.339850003,2.584962501,1.584962501,2.584962501,6.392317423,1.584962501,8.689997971,4.169925001,10.033423,3.0,3.459431619,2.807354922,0.0,1.584962501,3.700439718,6.06608919,0.0,4.0,5.426264755,5.518387305,3.169925001,9.060695932,3.584962501,3.584962501,1.584962501,4.087462841,0
6.303780748,6.672425342,8.442943496,4.95419631,1.0,3.169925001,4.584962501,5.459431619,2.0,1.584962501,6.375039431,2.0,13.14465824,3.906890596,4.906890596,11.08812569,3.169925001,8.118941073,3.700439718,5.285402219,5.247927513,5.95419631,6.965784285,3.584962501,5.426264755,3.584962501,6.820178962,2.584962501,9.839203788,5.700439718,9.900866808,5.0,1.584962501,4.321928095,3.807354922,3.169925001,3.459431619,6.22881869,4.95419631,5.857980995,4.64385619,2.584962501,6.62935662,1.584962501,4.247927513,3.459431619,2.584962501,1.584962501,0
5.0,7.033423002,9.888743249,3.0,2.584962501,4.754887502,6.977279923,5.584962501,8.194756854,1.0,5.285402219,0.0,9.614709844,2.321928095,2.807354922,1.0,1.0,5.672425342,5.459431619,2.807354922,5.832890014,6.584962501,5.882643049,0.0,4.247927513,2.0,6.906890596,2.321928095,3.169925001,2.807354922,2.807354922,4.857980995,7.14974712,2.321928095,10.142877455375,5.285402219,0.0,1.584962501,1.584962501,7.768184325,3.700439718,3.0,6.108524457,4.523561956,3.700439718,0.0,1.0,2.321928095,0
2.0,3.321928095,2.0,2.321928095,1.584962501,2.0,10.51076417,0.0,3.321928095,1.0,3.807354922,3.906890596,4.247927513,0.0,1.0,3.584962501,1.584962501,9.250298418,1.0,3.321928095,4.700439718,0.0,7.055282436,0.0,1.584962501,1.584962501,8.894817763,1.0,8.654636029,1.584962501,9.571752644,5.392317423,1.584962501,0.0,2.807354922,1.0,1.584962501,6.539158811,4.247927513,4.392317423,4.64385619,1.0,1.584962501,3.169925001,3.584962501,0.0,0.0,1.584962501,0
3.700439718,2.0,5.357552005,2.584962501,2.321928095,2.0,1.0,2.321928095,3.0,1.584962501,5.426264755,2.0,10.12282799,1.0,2.0,1.0,3.584962501,10.41890673,1.584962501,13.46441812,3.321928095,7.781359714,6.794415866,0.0,2.321928095,1.584962501,7.189824559,0.0,5.584962501,2.321928095,9.567956075,4.247927513,0.0,1.0,5.169925001,2.584962501,0.0,11.64160022,5.727920455,5.614709844,5.426264755,2.0,1.584962501,3.321928095,3.0,2.0,1.0,3.700439718,0
1.0,3.584962501,1.0,3.584962501,1.584962501,0.0,2.807354922,2.321928095,3.169925001,4.169925001,6.339850003,0.0,2.321928095,0.0,2.321928095,7.451211112,0.0,6.375039431,2.807354922,1.0,1.5117539731250016,2.807354922,6.882643049,0.0,0.0,0.0,5.64385619,0.0,9.871905238,0.0,1.0,1.0,1.0,1.0,1.0,1.584962501,1.0,7.426264755,1.0,3.700439718,1.0,0.0,0.0,0.0,3.0,0.0,6.022367813,1.584962501,0
3.169925001,5.129283017,2.321928095,2.0,2.0,1.584962501,1.584962501,4.700439718,2.807354922,2.0,3.169925001,1.584962501,0.0,1.0,1.0,7.321928095,2.584962501,6.906890596,3.807354922,6.754887502,5.247927513,5.584962501,4.906890596,1.0,4.321928095,1.584962501,4.754887502,2.0,4.64385619,1.584962501,2.0,1.0,2.584962501,2.0,1.584962501,2.321928095,0.0,4.754887502,1.0,0.0,0.0,0.0,1.584962501,7.607330314,6.129283017,1.0,6.8048202374999995,3.700439718,0
