ENSG00000004939.12,ENSG00000070915.8,ENSG00000074803.16,ENSG00000086159.11,ENSG00000100362.11,ENSG00000102678.6,ENSG00000104413.14,ENSG00000105929.14,ENSG00000113889.10,ENSG00000115507.8,ENSG00000116039.10,ENSG00000118271.8,ENSG00000122194.17,ENSG00000132677.11,ENSG00000132698.12,ENSG00000133020.4,ENSG00000133742.12,ENSG00000135480.13,ENSG00000140519.11,ENSG00000141750.6,ENSG00000147606.7,ENSG00000147614.3,ENSG00000149452.14,ENSG00000152931.7,ENSG00000153292.14,ENSG00000157703.14,ENSG00000163631.15,ENSG00000164122.7,ENSG00000164363.9,ENSG00000164756.11,ENSG00000166105.14,ENSG00000167741.9,ENSG00000167748.9,ENSG00000168878.15,ENSG00000169344.14,ENSG00000170044.7,ENSG00000173253.13,ENSG00000184601.9,ENSG00000184905.7,ENSG00000184908.16,ENSG00000186766.7,ENSG00000188175.8,ENSG00000214128.9,ENSG00000223350.2,ENSG00000231290.4,ENSG00000241233.2,ENSG00000260802.1,ENSG00000277011.1,Class Labels
9.016808288,4.087462841,4.523561956,3.700439718,1.0,2.321928095,1.0,3.700439718,3.0,1.0,6.539158811,2.807354922,12.45455634,0.0,2.0,1.0,7.0,8.144658243,2.0,3.906890596,4.169925001,2.0,4.392317423,1.0,1.584962501,1.0,6.108524457,0.0,9.824958741,0.0,2.321928095,1.584962501,0.0,0.0,4.857980995,2.0,1.584962501,5.906890596,4.087462841,3.807354922,8.640244936,2.584962501,1.584962501,3.321928095,3.0,1.0,1.0,4.700439718,0
3.169925001,3.459431619,6.044394119,2.807354922,1.584962501,1.584962501,0.0,2.0,3.459431619,1.584962501,5.930737338,0.0,9.77478706,0.0,5.321928095,1.0,1.0,8.21916852,1.0,5.977279923,4.64385619,3.700439718,4.906890596,0.0,0.0,3.0,7.794415866,4.0,10.85486838,2.584962501,1.584962501,1.584962501,2.0,2.584962501,3.807354922,2.584962501,0.0,4.321928095,4.906890596,3.906890596,6.569855608,1.0,2.321928095,4.087462841,2.807354922,2.321928095,2.0,2.321928095,0
3.169925001,5.247927513,8.388017285,1.584962501,2.807354922,3.0,5.392317423,3.807354922,2.584962501,3.169925001,5.426264755,1.0,1.584962501,2.321928095,5.357552005,2.321928095,3.0,10.27029533,2.321928095,4.169925001,6.95419631,3.0,2.321928095,2.321928095,3.807354922,2.0,4.857980995,1.584962501,5.781359714,1.584962501,2.0,2.321928095,2.584962501,2.321928095,2.584962501,8.047368751,0.0,2.584962501,3.584962501,6.266786541,2.321928095,1.584962501,3.584962501,5.754887502,5.700439718,2.584962501,3.584962501,0.0,0
5.832890014,3.700439718,4.906890596,6.357552005,2.584962501,2.584962501,4.584962501,5.247927513,5.491853096,0.0,6.426264755,0.0,1.584962501,4.087462841,5.209453366,3.0,3.0,7.515699838,5.977279923,5.357552005,6.686500527,5.426264755,5.357552005,2.321928095,2.807354922,4.392317423,5.614709844,1.0,2.584962501,1.584962501,3.169925001,3.169925001,3.0,3.700439718,4.700439718,1.584962501,2.807354922,2.0,0.0,6.357552005,4.857980995,4.857980995,5.321928095,5.129283017,4.459431619,2.0,2.0,3.459431619,0
3.584962501,1.584962501,6.781359714,2.321928095,3.0,0.0,2.584962501,3.0,4.523561956,2.0,3.459431619,2.0,12.24555271,0.0,3.0,0.0,2.0,8.21916852,3.169925001,8.317412614,3.0,6.409390936,4.459431619,0.0,3.807354922,2.0,4.754887502,0.0,4.321928095,0.0,4.523561956,3.906890596,2.0,1.584962501,7.375039431,1.0,2.0,10.55554777,7.129283017,5.754887502,1.584962501,1.0,3.584962501,3.459431619,2.0,0.0,2.0,3.459431619,0
7.400879436,8.742366901999999,5.906890596,4.321928095,3.700439718,2.584962501,6.087462841,4.169925001,1.584962501,4.95419631,5.044394119,0.0,4.0,7.46760555,1.584962501,2.0,7.0,7.033423002,4.95419631,5.781359714,6.442943496,7.6794801,2.584962501,1.0,3.0,3.321928095,5.044394119,2.807354922,4.0,1.0,3.0,1.584962501,3.906890596,4.754887502,3.807354922,8.047368751,4.321928095,1.0,0.0,5.781359714,0.0,0.0,2.584962501,5.169925001,8.4248125025,2.321928095,4.64385619,4.857980995,0
7.055282436,8.742366901999999,11.21674586,6.339850003,5.357552005,5.392317423,4.906890596,7.06608919,9.726218159,4.962406252500001,7.62935662,3.459431619,9.5980525,7.751099295,5.129283017,5.64385619,1.584962501,6.700439718,7.22881869,4.0,6.62935662,6.768184325,10.31288296,3.0,6.672425342,2.807354922,10.1382718,3.906890596,5.209453366,4.700439718,3.169925001,6.918863237,4.700439718,2.584962501,10.142877455375,1.0,5.285402219,2.0,3.584962501,8.071462363,4.523561956,5.459431619,8.573647187,0.0,6.14974712,2.0,6.8048202374999995,4.321928095,0
3.321928095,2.321928095,6.906890596,2.321928095,2.584962501,3.459431619,0.0,2.0,2.0,1.0,4.906890596,3.0,2.584962501,0.0,1.0,1.584962501,1.0,8.434628228,2.321928095,6.392317423,6.714245518,2.584962501,4.392317423,2.584962501,2.0,2.321928095,6.357552005,0.0,8.451211112,3.906890596,2.807354922,1.584962501,1.584962501,1.584962501,2.0,1.0,0.0,9.807354922,3.321928095,2.0,8.339850003,1.0,2.0,2.0,4.169925001,0.0,1.584962501,6.108524457,0
4.95419631,4.459431619,5.087462841,5.426264755,3.459431619,2.807354922,2.0,4.0,9.7447947125,2.321928095,4.392317423,6.8048202374999995,11.97584797,7.751099295,3.0,10.60362634,4.087462841,6.189824559,4.169925001,2.807354922,6.266786541,5.614709844,2.0,5.087462841,2.321928095,1.0,10.658057036250002,4.95419631,9.019590728,8.164906927,8.945443836,2.0,5.285402219,3.459431619,2.584962501,1.0,3.0,3.0,2.321928095,4.169925001,2.584962501,3.584962501,4.754887502,4.392317423,2.0,2.584962501,2.584962501,3.169925001,0
3.169925001,5.491853096,2.321928095,2.321928095,4.087462841,2.807354922,2.0,5.64385619,2.0,1.584962501,7.562242424,0.0,5.426264755,1.584962501,1.584962501,9.388017285,3.169925001,11.70822173,3.0,5.0,4.523561956,10.40832974,7.74819285,1.584962501,2.0,5.754887502,5.129283017,2.0,4.459431619,2.321928095,8.622051819,7.73470962,2.584962501,2.0,2.807354922,3.0,2.0,7.50779464,6.807354922,2.0,4.169925001,1.0,4.392317423,3.700439718,5.977279923,0.0,1.584962501,1.584962501,0
2.584962501,5.857980995,3.0,3.0,2.321928095,1.0,1.584962501,1.584962501,2.0,2.321928095,3.584962501,6.8048202374999995,0.0,0.0,2.0,5.882643049,3.459431619,5.285402219,2.0,1.584962501,3.169925001,4.807354922,1.584962501,0.0,2.807354922,1.0,5.129283017,1.0,2.584962501,1.0,3.700439718,2.0,2.584962501,2.584962501,4.95419631,0.0,0.0,2.584962501,0.0,3.700439718,1.0,0.0,0.0,3.700439718,1.584962501,2.321928095,1.584962501,1.584962501,0
1.584962501,3.584962501,3.0,1.584962501,7.447976116000001,3.321928095,5.392317423,3.321928095,4.0,0.0,6.977279923,6.8048202374999995,4.857980995,1.584962501,0.0,4.857980995,1.0,7.87036472,2.321928095,5.169925001,1.584962501,4.700439718,2.584962501,2.0,3.459431619,0.0,5.209453366,0.0,8.290018847,2.584962501,2.584962501,2.584962501,0.0,0.0,3.321928095,2.807354922,0.0,2.807354922,2.0,6.614709844,1.584962501,2.321928095,2.584962501,1.0,4.64385619,0.0,2.0,1.584962501,0
11.1244665975,4.321928095,3.0,2.584962501,7.247927513,1.0,2.321928095,3.807354922,1.0,1.584962501,6.169925001,0.0,1.0,1.0,2.584962501,7.787902559,7.0,8.731319031,5.087462841,4.459431619,6.409390936,6.894817763,7.50779464,2.0,4.523561956,4.0,6.894817763,0.0,8.672425342,1.0,10.266558635,4.807354922,3.169925001,1.584962501,1.584962501,1.0,2.0,0.0,7.8008999,7.426264755,3.700439718,4.321928095,2.321928095,5.523561956,3.169925001,3.321928095,0.0,0.0,0
4.087462841,4.459431619,4.321928095,1.584962501,1.0,2.321928095,0.0,2.321928095,1.584962501,1.584962501,5.64385619,1.0,12.69740201,0.0,0.0,4.700439718,1.584962501,4.95419631,1.0,2.0,3.700439718,5.459431619,8.13442632,0.0,0.0,2.321928095,6.022367813,1.584962501,5.727920455,3.0,4.087462841,3.169925001,0.0,1.584962501,3.169925001,1.0,1.0,1.0,0.0,5.0,5.584962501,1.0,3.0,2.321928095,2.321928095,2.0,1.584962501,1.584962501,0
4.169925001,3.807354922,7.129283017,3.0,2.0,1.0,1.584962501,3.584962501,4.95419631,1.584962501,3.321928095,4.0,12.19414124,0.0,2.807354922,0.0,1.0,9.049848549,2.807354922,7.098032083,3.700439718,4.584962501,9.945443836,0.0,4.087462841,1.0,6.64385619,2.807354922,4.754887502,2.807354922,2.0,3.169925001,3.169925001,2.584962501,7.523561956,0.0,0.0,6.087462841,4.584962501,4.807354922,5.169925001,1.0,3.906890596,3.321928095,3.321928095,2.584962501,2.0,2.321928095,0
10.14847658,7.592457037,5.781359714,2.807354922,1.0,2.807354922,0.0,2.584962501,4.321928095,2.321928095,3.906890596,0.0,3.584962501,0.0,1.584962501,3.0,7.0,9.271463028,1.0,1.0,6.285402219,7.209453366,3.807354922,0.0,1.584962501,6.940477546,7.794415866,1.584962501,7.936637939,6.882643049,7.118941073,5.781359714,0.0,1.584962501,7.087462841,1.0,2.321928095,9.105908509,2.0,3.700439718,1.584962501,3.169925001,1.584962501,3.807354922,3.321928095,2.807354922,2.584962501,3.169925001,0
1.0,4.0,1.584962501,3.0,2.0,1.0,7.055282436,2.584962501,3.321928095,0.0,4.807354922,2.321928095,13.5252761,0.0,3.584962501,6.95419631,0.0,10.39660478,2.0,3.169925001,3.169925001,5.357552005,5.727920455,2.0,0.0,2.321928095,7.451211112,1.0,12.36413466,6.266786541,1.584962501,6.375039431,2.584962501,1.0,2.321928095,2.0,0.0,2.321928095,3.906890596,6.584962501,5.727920455,0.0,1.584962501,3.459431619,3.584962501,0.0,0.0,4.459431619,0
4.247927513,5.209453366,4.807354922,2.807354922,1.0,0.0,1.584962501,3.0,3.321928095,1.0,5.754887502,4.523561956,12.89973454,1.584962501,3.169925001,1.584962501,2.807354922,8.703903573,2.584962501,6.169925001,5.087462841,2.321928095,9.100662339,1.584962501,2.584962501,1.0,7.531381461,1.584962501,9.981567282,3.321928095,2.584962501,3.700439718,3.169925001,2.321928095,6.392317423,1.0,2.0,9.344295908,3.459431619,2.807354922,3.700439718,1.0,2.584962501,9.129283017,3.584962501,3.321928095,0.0,4.392317423,0
3.906890596,2.321928095,3.459431619,2.584962501,2.584962501,0.0,2.584962501,2.0,1.0,2.584962501,4.392317423,3.169925001,10.67242534,0.0,2.0,0.0,1.584962501,7.312882955,2.321928095,2.0,4.906890596,2.584962501,8.044394119,0.0,1.584962501,0.0,6.554588852,1.0,6.918863237,4.087462841,1.0,2.0,1.0,2.807354922,1.0,2.0,0.0,5.129283017,4.459431619,3.0,2.584962501,1.584962501,2.321928095,1.584962501,2.584962501,1.0,1.584962501,0.0,0
4.523561956,3.700439718,2.0,2.584962501,2.321928095,2.0,2.0,2.807354922,1.0,2.584962501,3.700439718,1.0,4.087462841,3.169925001,2.321928095,1.0,1.0,4.584962501,2.0,4.321928095,4.906890596,2.0,6.977279923,2.321928095,2.584962501,2.321928095,6.754887502,2.0,8.361943774,1.584962501,3.700439718,2.584962501,1.584962501,3.700439718,2.321928095,1.584962501,1.0,9.303780748,1.0,4.584962501,2.0,1.0,3.0,1.0,2.807354922,3.906890596,1.584962501,0.0,0
10.5028318,8.742366901999999,11.51914479,7.257387843,6.554588852,6.672425342,6.442943496,9.769837844,9.7447947125,0.0,9.710806434,3.321928095,13.54713553,6.285402219,6.741466986,7.62935662,4.700439718,10.98085361,8.7843343475,6.768184325,8.672425342,9.729620744,9.569855608,4.0,8.247927513,3.807354922,9.214319121,2.0,8.647458426,4.169925001,6.491853096,8.321928095,7.677220524125001,4.087462841,10.142877455375,3.0,6.890759940000001,4.169925001,5.426264755,10.32979634,6.06608919,5.518387305,9.43788990125,5.832890014,4.95419631,3.321928095,1.584962501,5.0,0
3.807354922,5.392317423,6.339850003,1.584962501,1.584962501,0.0,4.169925001,5.523561956,3.321928095,0.0,5.930737338,1.0,12.58190669,2.321928095,4.087462841,0.0,1.584962501,7.442943496,2.584962501,6.965784285,6.247927513,3.700439718,5.977279923,2.584962501,3.0,2.321928095,6.918863237,1.0,7.851749041,1.584962501,3.459431619,3.584962501,3.584962501,3.0,1.584962501,2.584962501,3.0,3.459431619,0.0,4.392317423,3.807354922,2.321928095,4.0,7.971543554,3.807354922,1.584962501,1.584962501,2.584962501,0
6.50779464,2.584962501,3.807354922,4.247927513,2.0,3.459431619,6.658211483,6.741466986,7.807354922,3.584962501,5.584962501,0.0,4.392317423,3.0,3.321928095,4.754887502,5.727920455,11.73089465,3.700439718,10.76901132,4.64385619,6.209453366,5.357552005,2.0,5.129283017,5.0,5.459431619,0.0,4.807354922,1.584962501,7.971543554,4.459431619,5.321928095,2.807354922,0.0,3.0,2.321928095,8.74819285,4.459431619,6.087462841,1.584962501,1.0,3.0,0.0,6.539158811,1.0,2.584962501,4.700439718,0
2.0,4.64385619,3.0,2.321928095,3.700439718,4.700439718,2.0,2.321928095,3.169925001,4.962406252500001,3.321928095,5.129283017,3.169925001,2.807354922,1.0,7.794415866,0.0,6.539158811,6.459431619,1.584962501,2.807354922,7.129283017,3.459431619,1.0,2.807354922,1.0,3.584962501,4.087462841,3.0,0.0,4.087462841,1.0,2.584962501,2.0,4.523561956,3.169925001,1.0,1.0,0.0,4.523561956,1.0,2.321928095,2.0,4.754887502,6.62935662,2.584962501,4.321928095,3.584962501,0
5.700439718,1.0,9.445014846,2.584962501,7.447976116000001,8.047368751,9.766528909,7.569855608,2.584962501,4.857980995,6.409390936,1.0,3.906890596,2.321928095,10.668842470625,1.584962501,4.087462841,13.74299310125,3.459431619,13.71746223,2.321928095,0.0,0.0,2.807354922,9.649256178,6.940477546,6.14974712,2.584962501,1.0,1.0,1.0,8.885696373,1.584962501,0.0,6.658211483,3.700439718,1.584962501,7.54689446,7.754887502,4.392317423,3.807354922,1.0,7.562242424,0.0,3.584962501,3.0,2.807354922,8.164906927,0
5.781359714,4.857980995,8.839203788,4.087462841,4.807354922,4.087462841,4.247927513,4.95419631,7.087462841,2.321928095,5.554588852,3.584962501,5.857980995,3.0,3.700439718,2.584962501,1.0,9.071462363,6.022367813,6.475733431,5.882643049,7.159871337,4.754887502,2.584962501,5.807354922,2.321928095,8.422064766,4.087462841,5.426264755,0.0,9.609178738,4.087462841,2.0,5.169925001,10.142877455375,0.0,3.321928095,5.0,3.321928095,5.930737338,1.0,1.584962501,5.285402219,5.247927513,4.087462841,2.807354922,0.0,0.0,0
4.247927513,4.700439718,5.0,2.0,0.0,3.0,1.0,3.700439718,1.0,1.584962501,5.523561956,1.584962501,7.076815597,2.0,3.321928095,0.0,3.0,6.22881869,2.0,12.27204652,4.247927513,3.0,4.321928095,2.0,3.321928095,2.807354922,5.0,2.0,3.459431619,1.584962501,2.584962501,3.0,3.0,3.584962501,2.321928095,4.523561956,2.807354922,4.64385619,1.584962501,4.169925001,4.0,1.0,3.807354922,3.459431619,4.321928095,3.169925001,1.584962501,3.169925001,0
11.1244665975,8.495855027,6.523561956,7.619818782499999,7.447976116000001,8.047368751,5.087462841,10.498106199374998,7.499845887,2.0,10.478842511,4.523561956,2.807354922,7.751099295,7.483815777,2.584962501,2.321928095,6.686500527,8.7843343475,14.4705071425,9.327484898124998,12.287334259125,3.0,5.518387305,10.58025857,6.940477546,7.247927513,5.518387305,1.584962501,2.321928095,2.321928095,9.144658243,7.677220524125001,6.873655543500001,3.321928095,4.857980995,6.890759940000001,1.584962501,2.321928095,10.751167343999999,10.393880012499999,5.518387305,9.43788990125,1.0,3.584962501,6.0,6.8048202374999995,8.9248125025,0
3.0,4.087462841,4.857980995,2.0,2.321928095,2.0,2.0,3.169925001,1.584962501,2.321928095,5.64385619,1.0,12.67220432,1.0,2.584962501,2.0,2.584962501,8.87036472,0.0,10.06339508,5.614709844,2.321928095,7.451211112,0.0,2.0,2.0,7.303780748,1.584962501,8.861086906,4.584962501,2.0,3.321928095,2.321928095,3.459431619,1.584962501,1.584962501,0.0,6.459431619,2.584962501,3.700439718,7.189824559,1.0,3.321928095,4.087462841,5.64385619,2.584962501,1.0,3.169925001,0
4.807354922,5.977279923,10.18611424,5.044394119,3.584962501,6.189824559,8.744833837,8.113742166,4.857980995,2.0,6.845490051,0.0,5.906890596,4.321928095,5.129283017,10.49385545,3.700439718,11.60130653,4.64385619,4.95419631,6.392317423,8.647458426,5.781359714,5.491853096,7.820178962,4.857980995,6.794415866,2.584962501,4.700439718,5.247927513,3.459431619,5.807354922,2.584962501,2.321928095,7.721099189,3.169925001,3.807354922,5.426264755,6.247927513,7.409390936,6.845490051,3.459431619,7.21916852,1.584962501,5.044394119,2.807354922,3.906890596,4.0,0
3.906890596,3.392317423,4.832890014,1.321928095,0.584962501,0.0,4.392317423,6.0,2.169925001,1.0,3.169925001,0.584962501,5.475733431,2.169925001,3.0,11.61079417,6.06608919,10.1792871,2.321928095,2.169925001,5.50779464,5.918863237,0.584962501,1.321928095,1.321928095,1.321928095,5.584962501,2.459431619,4.727920455,0.0,4.459431619,5.523561956,3.392317423,2.584962501,4.247927513,4.426264755,0.584962501,1.0,1.321928095,4.0,6.62935662,0.584962501,3.64385619,4.357552005,2.700439718,0.0,0.584962501,2.807354922,0
6.820178962,3.700439718,5.129283017,2.584962501,1.584962501,2.321928095,3.169925001,4.247927513,1.584962501,0.0,5.0,1.0,2.321928095,1.0,2.0,9.06608919,7.0,6.599912842,3.0,4.584962501,5.727920455,5.64385619,3.169925001,4.321928095,2.0,2.584962501,5.857980995,1.584962501,2.0,1.0,5.0,2.807354922,1.0,4.0,1.0,5.357552005,0.0,0.0,1.0,3.169925001,5.209453366,1.584962501,2.807354922,2.584962501,4.459431619,3.169925001,0.0,2.584962501,0
2.807354922,3.459431619,3.459431619,2.584962501,1.0,1.0,2.0,1.0,2.0,1.0,3.321928095,0.0,8.199672345,1.0,3.0,1.584962501,2.321928095,7.845490051,4.087462841,9.447083226,5.285402219,4.857980995,0.0,1.0,7.022367813,1.584962501,5.129283017,1.0,2.584962501,1.584962501,0.0,1.0,2.0,2.0,5.392317423,3.321928095,1.584962501,7.169925001,1.0,6.22881869,3.321928095,1.584962501,2.0,4.087462841,4.247927513,1.584962501,2.0,1.584962501,0
2.807354922,6.169925001,5.044394119,4.807354922,1.0,2.0,2.0,3.321928095,0.0,1.584962501,6.14974712,0.0,8.854868383,0.0,3.169925001,9.392317423,2.584962501,9.074141463,2.584962501,3.700439718,2.807354922,2.807354922,4.857980995,0.0,3.0,0.0,5.727920455,1.0,10.89405985,6.129283017,10.20945337,4.64385619,2.0,2.584962501,2.0,1.0,3.0,2.0,1.0,5.95419631,2.321928095,2.321928095,3.459431619,8.209453366,3.459431619,2.807354922,1.584962501,1.0,0
4.754887502,2.807354922,1.584962501,1.0,2.321928095,1.0,3.700439718,1.0,1.0,2.0,3.459431619,1.584962501,7.400879436,0.0,4.0,5.64385619,2.321928095,5.807354922,2.321928095,2.584962501,3.0,3.807354922,7.672425342,1.0,0.0,2.321928095,5.95419631,0.0,6.781359714,8.26722649,3.807354922,3.459431619,1.0,1.584962501,1.584962501,0.0,1.0,8.668884984,2.321928095,0.0,1.584962501,1.0,1.0,1.0,1.0,2.0,0.0,3.169925001,0
3.0,2.0,4.392317423,5.857980995,2.0,3.459431619,2.807354922,5.554588852,1.584962501,1.584962501,5.882643049,1.0,12.7619667,1.0,5.64385619,2.0,2.807354922,8.285402219,2.807354922,9.729620744,4.64385619,4.906890596,9.366322214,2.321928095,3.0,2.0,7.686500527,1.0,3.459431619,4.0,3.584962501,5.357552005,4.247927513,3.0,4.95419631,1.0,2.807354922,8.285402219,6.044394119,2.807354922,8.813781191,1.0,4.754887502,3.0,4.392317423,2.0,3.807354922,0.0,0
3.169925001,3.459431619,1.0,1.584962501,7.447976116000001,3.906890596,3.584962501,2.584962501,8.511752654,3.169925001,5.044394119,6.8048202374999995,1.0,4.321928095,2.807354922,5.727920455,2.584962501,8.238404739,4.459431619,11.21067134,6.820178962,5.700439718,2.584962501,1.0,6.942514505,4.95419631,6.741466986,3.807354922,5.700439718,3.459431619,8.581200582,2.584962501,4.459431619,2.584962501,2.321928095,5.285402219,2.0,8.247927513,9.385862401,4.95419631,3.700439718,2.584962501,0.0,7.247927513,5.977279923,0.0,5.977279923,4.0,0
2.321928095,4.754887502,13.720992317125,3.700439718,1.584962501,1.584962501,2.321928095,1.584962501,2.584962501,2.807354922,3.169925001,4.392317423,1.584962501,0.0,2.0,1.0,2.0,8.768184325,4.0,10.06474276,6.64385619,3.321928095,7.409390936,0.0,2.0,0.0,6.209453366,2.584962501,11.52552081,0.0,2.807354922,2.584962501,1.0,2.0,5.247927513,5.247927513,4.523561956,6.569855608,1.0,6.392317423,5.584962501,1.584962501,2.321928095,6.906890596,3.321928095,0.0,1.584962501,4.169925001,0
5.392317423,4.754887502,6.918863237,2.321928095,2.0,2.321928095,2.807354922,2.321928095,0.0,0.0,6.392317423,1.584962501,10.92703717,2.584962501,2.321928095,0.0,3.321928095,8.204571144,1.584962501,7.599912842,6.882643049,2.584962501,6.714245518,3.0,2.807354922,0.0,5.169925001,1.0,6.539158811,2.321928095,3.169925001,3.0,1.0,3.169925001,1.584962501,3.0,2.584962501,7.383704292,8.413627929,3.906890596,6.523561956,2.0,2.807354922,2.321928095,3.700439718,2.321928095,1.0,3.169925001,0
3.584962501,2.321928095,4.906890596,2.807354922,2.321928095,2.0,6.977279923,5.044394119,3.459431619,1.0,5.95419631,2.807354922,12.99453023,0.0,1.584962501,5.906890596,2.584962501,8.060695932,1.0,4.857980995,3.700439718,1.584962501,5.087462841,4.0,2.807354922,1.584962501,7.988684687,1.0,7.0,5.857980995,1.0,3.807354922,2.321928095,0.0,4.95419631,2.0,2.0,4.459431619,2.0,4.0,3.321928095,1.0,3.807354922,3.807354922,5.64385619,1.0,1.0,2.0,0
4.523561956,4.0,3.321928095,2.584962501,3.321928095,2.584962501,6.357552005,4.321928095,2.321928095,1.584962501,6.266786541,1.0,5.882643049,3.459431619,6.22881869,2.0,2.0,8.539158811,3.906890596,3.906890596,5.523561956,4.807354922,2.0,1.584962501,3.0,2.0,6.22881869,2.321928095,4.247927513,4.169925001,1.0,4.459431619,3.169925001,4.0,2.584962501,0.0,1.0,4.700439718,2.807354922,3.0,3.321928095,2.807354922,4.169925001,2.321928095,3.0,2.584962501,2.0,3.169925001,0
2.0,4.64385619,4.754887502,2.807354922,2.0,1.0,1.0,3.0,4.700439718,0.0,2.0,0.0,12.65441227,0.0,1.0,4.906890596,1.584962501,4.857980995,0.0,3.321928095,1.5117539731250016,2.807354922,5.129283017,1.584962501,0.0,1.0,4.64385619,0.0,8.54689446,3.0,1.584962501,0.0,0.0,1.0,0.0,1.0,1.584962501,5.426264755,2.321928095,3.807354922,2.584962501,2.0,2.807354922,0.0,0.0,0.0,0.0,2.321928095,0
5.129283017,6.022367813,8.044394119,7.619818782499999,4.247927513,4.807354922,7.087462841,4.459431619,6.189824559,4.962406252500001,6.62935662,0.0,2.321928095,2.807354922,5.0,0.0,3.584962501,7.965784285,7.665335917,6.50779464,4.392317423,8.092757141,11.2708793,5.518387305,8.968666793,1.0,6.658211483,2.0,3.169925001,2.584962501,10.11504365,6.392317423,7.677220524125001,4.0,3.0,5.906890596,3.321928095,4.169925001,3.321928095,6.375039431,2.321928095,0.0,5.523561956,3.321928095,3.169925001,1.584962501,2.0,3.584962501,0
3.584962501,3.169925001,6.129283017,3.321928095,2.584962501,2.584962501,4.392317423,3.700439718,2.807354922,1.0,6.820178962,0.0,7.108524457,0.0,4.087462841,3.0,3.0,8.405141463,5.044394119,9.64385619,4.392317423,7.238404739,3.0,2.0,2.0,2.0,5.0,2.0,3.700439718,3.0,8.857980995,2.321928095,2.0,3.169925001,4.584962501,0.0,0.0,3.169925001,9.303780748,4.169925001,1.584962501,1.0,3.807354922,7.321928095,4.857980995,0.0,0.0,2.0,0
5.392317423,4.247927513,11.68211676,3.906890596,3.459431619,5.491853096,6.658211483,7.276124405,6.977279923,0.0,7.658211483,0.0,12.56319627,2.0,6.022367813,2.807354922,1.0,9.924812504,3.584962501,4.857980995,4.247927513,7.988684687,7.820178962,0.0,8.033423002,2.807354922,5.321928095,2.584962501,8.17990909,3.321928095,1.584962501,6.523561956,1.0,2.584962501,9.426264755,1.584962501,2.321928095,3.700439718,3.459431619,7.781359714,3.169925001,1.584962501,7.483815777,4.321928095,5.95419631,2.807354922,1.584962501,4.087462841,0
4.087462841,4.523561956,4.169925001,3.0,0.0,0.0,7.820178962,4.459431619,3.0,2.584962501,7.54689446,4.087462841,6.95419631,3.906890596,7.942514505,0.0,3.584962501,9.011227255,4.95419631,3.321928095,5.087462841,2.0,1.0,2.807354922,2.584962501,0.0,7.721099189,3.584962501,7.14974712,3.584962501,1.584962501,5.930737338,2.584962501,5.491853096,6.14974712,3.700439718,3.0,0.0,0.0,1.0,2.0,1.584962501,3.169925001,4.321928095,2.321928095,3.807354922,1.0,0.0,0
2.584962501,5.169925001,5.392317423,1.584962501,1.0,0.0,2.321928095,3.0,2.0,1.0,3.0,2.807354922,5.523561956,1.0,2.0,2.807354922,2.321928095,11.5980525,0.0,1.584962501,5.209453366,1.584962501,5.754887502,1.0,4.392317423,0.0,5.727920455,2.0,7.982993575,1.0,4.459431619,4.906890596,1.584962501,1.584962501,4.754887502,0.0,2.0,9.698704667,3.584962501,8.64385619,2.321928095,1.0,3.0,4.169925001,2.321928095,2.584962501,1.0,1.0,0
4.754887502,6.64385619,9.459431619,4.523561956,3.0,5.129283017,9.459431619,6.475733431,3.906890596,1.584962501,6.845490051,0.0,7.459431619,4.087462841,10.668842470625,8.77148947,2.0,13.74299310125,3.700439718,5.357552005,5.584962501,6.614709844,4.0,1.584962501,9.567956075,3.169925001,3.584962501,4.0,8.335390355,5.129283017,3.321928095,6.988684687,4.169925001,2.321928095,5.459431619,5.087462841,4.754887502,3.169925001,8.396604781,7.257387843,4.392317423,2.807354922,6.686500527,3.700439718,3.459431619,1.0,5.584962501,4.392317423,0
7.417852515,5.129283017,5.285402219,3.0,4.906890596,2.321928095,4.584962501,3.906890596,3.321928095,4.962406252500001,4.807354922,5.930737338,0.0,1.584962501,0.0,1.584962501,6.930737338,5.087462841,3.584962501,1.584962501,5.087462841,6.303780748,1.0,0.0,3.700439718,2.807354922,3.700439718,2.0,0.0,4.906890596,2.807354922,3.321928095,4.700439718,2.807354922,4.906890596,7.189824559,1.584962501,0.0,2.807354922,4.64385619,2.321928095,1.584962501,1.0,10.6446040525,6.727920455,2.0,4.247927513,1.584962501,0
6.22881869,7.098032083,7.95419631,4.087462841,1.584962501,4.64385619,5.357552005,5.247927513,2.0,1.584962501,5.977279923,0.0,2.807354922,3.459431619,5.392317423,7.459431619,3.459431619,9.330916878,4.169925001,4.523561956,5.285402219,3.321928095,2.807354922,3.807354922,6.375039431,3.459431619,5.087462841,1.584962501,7.832890014,4.392317423,4.087462841,4.807354922,2.321928095,4.584962501,3.584962501,5.247927513,2.321928095,4.459431619,3.906890596,4.0,1.0,1.584962501,5.321928095,8.845490051,4.807354922,2.807354922,4.087462841,3.321928095,0
